timestamp,symbol,open,high,low,close,volume
2024-01-01 00:00:00+00:00,ETH,3000.0,3029.15,2984.35,3004.4,665.4727
2024-01-01 01:00:00+00:00,ETH,3004.4,3023.36,2984.49,3016.65,392.9018
2024-01-01 02:00:00+00:00,ETH,3016.65,3027.86,2987.01,3006.07,628.57
2024-01-01 03:00:00+00:00,ETH,3006.07,3015.95,2985.78,2989.73,612.2939
2024-01-01 04:00:00+00:00,ETH,2989.73,3002.49,2952.18,2954.21,554.2523
2024-01-01 05:00:00+00:00,ETH,2954.21,2997.19,2927.85,2971.48,351.4806
2024-01-01 06:00:00+00:00,ETH,2971.48,2991.73,2966.86,2971.78,570.3853
2024-01-01 07:00:00+00:00,ETH,2971.78,2983.72,2942.73,2975.45,647.1814
2024-01-01 08:00:00+00:00,ETH,2975.45,2979.39,2956.35,2961.49,408.1356
2024-01-01 09:00:00+00:00,ETH,2961.49,3035.61,2952.18,2983.37,324.0188
2024-01-01 10:00:00+00:00,ETH,2983.37,3039.5,2961.34,3000.3,219.4383
2024-01-01 11:00:00+00:00,ETH,3000.3,3026.6,2990.72,2998.1,332.4874
2024-01-01 12:00:00+00:00,ETH,2998.1,2999.22,2975.46,2988.12,737.0177
2024-01-01 13:00:00+00:00,ETH,2988.12,3019.64,2979.16,2981.73,439.442
2024-01-01 14:00:00+00:00,ETH,2981.73,2989.31,2952.16,2967.48,391.7405
2024-01-01 15:00:00+00:00,ETH,2967.48,2980.41,2950.66,2967.95,411.8231
2024-01-01 16:00:00+00:00,ETH,2967.95,2969.98,2934.95,2957.0,363.1327
2024-01-01 17:00:00+00:00,ETH,2957.0,2968.19,2931.52,2967.41,401.972
2024-01-01 18:00:00+00:00,ETH,2967.41,2984.35,2957.11,2961.01,574.742
2024-01-01 19:00:00+00:00,ETH,2961.01,2984.65,2937.67,2954.73,498.9061
2024-01-01 20:00:00+00:00,ETH,2954.73,2995.93,2949.43,2982.11,376.6441
2024-01-01 21:00:00+00:00,ETH,2982.11,3024.15,2959.93,2969.16,758.4703
2024-01-01 22:00:00+00:00,ETH,2969.16,2985.65,2933.21,2941.35,839.9036
2024-01-01 23:00:00+00:00,ETH,2941.35,2950.77,2940.46,2947.82,418.9672
2024-01-02 00:00:00+00:00,ETH,2947.82,2956.01,2897.67,2911.3,347.8945
2024-01-02 01:00:00+00:00,ETH,2911.3,2935.94,2887.9,2915.92,344.1397
2024-01-02 02:00:00+00:00,ETH,2915.92,2947.5,2901.67,2933.15,304.6345
