timestamp,symbol,open,high,low,close,volume
2024-01-01 00:00:00+00:00,BTC,50000.0,50493.83,49846.21,50091.5,549.1152
2024-01-01 01:00:00+00:00,BTC,50091.5,50152.0,49518.73,49779.91,599.1162
2024-01-01 02:00:00+00:00,BTC,49779.91,50247.37,49477.47,50004.56,783.8056
2024-01-01 03:00:00+00:00,BTC,50004.56,50307.41,49965.61,50287.55,702.9123
2024-01-01 04:00:00+00:00,BTC,50287.55,50312.63,49568.23,49702.3,598.5724
2024-01-01 05:00:00+00:00,BTC,49702.3,50096.69,49093.06,49315.49,630.6029
2024-01-01 06:00:00+00:00,BTC,49315.49,50114.89,49202.86,49353.33,320.6545
2024-01-01 07:00:00+00:00,BTC,49353.33,49452.93,49112.56,49259.77,492.8901
2024-01-01 08:00:00+00:00,BTC,49259.77,49547.56,48901.92,49254.81,340.0463
2024-01-01 09:00:00+00:00,BTC,49254.81,49365.02,48667.45,49003.35,496.8322
2024-01-01 10:00:00+00:00,BTC,49003.35,49387.83,49001.61,49262.6,739.1428
2024-01-01 11:00:00+00:00,BTC,49262.6,49537.58,49067.97,49493.03,498.7671
2024-01-01 12:00:00+00:00,BTC,49493.03,49585.5,49281.32,49512.64,208.0236
2024-01-01 13:00:00+00:00,BTC,49512.64,50896.06,49313.48,49848.65,346.6197
2024-01-01 14:00:00+00:00,BTC,49848.65,50578.11,49806.1,49988.68,612.7696
2024-01-01 15:00:00+00:00,BTC,49988.68,50274.59,49441.1,49731.61,414.0217
2024-01-01 16:00:00+00:00,BTC,49731.61,49919.49,49375.01,49841.77,657.8345
2024-01-01 17:00:00+00:00,BTC,49841.77,49892.47,49416.98,49555.83,327.6955
2024-01-01 18:00:00+00:00,BTC,49555.83,49992.88,49510.8,49817.72,571.4686
2024-01-01 19:00:00+00:00,BTC,49817.72,49897.54,49566.36,49802.8,581.6031
2024-01-01 20:00:00+00:00,BTC,49802.8,49812.97,49627.07,49747.59,659.2306
2024-01-01 21:00:00+00:00,BTC,49747.59,49970.55,49075.58,49544.76,397.5357
2024-01-01 22:00:00+00:00,BTC,49544.76,49966.2,48910.89,49909.51,656.9026
2024-01-01 23:00:00+00:00,BTC,49909.51,49918.54,49853.88,49863.26,847.172
2024-01-02 00:00:00+00:00,BTC,49863.26,50113.86,49625.91,49735.28,225.6906
2024-01-02 01:00:00+00:00,BTC,49735.28,49986.83,49510.28,49630.31,509.1304
2024-01-02 02:00:00+00:00,BTC,49630.31,49982.34,49557.31,49789.07,265.7047
2024-01-02 03:00:00+00:00,BTC,49789.07,50149.94,49399.55,49898.36,370.0135
2024-01-02 04:00:00+00:00,BTC,49898.36,50192.65,49326.05,50022.09,380.7363
2024-01-02 05:00:00+00:00,BTC,50022.09,50349.09,49727.21,50151.56,488.5052
2024-01-02 06:00:00+00:00,BTC,50151.56,50923.33,49955.59,50800.16,570.6337
2024-01-02 07:00:00+00:00,BTC,50800.16,50820.96,50461.48,50676.43,686.3257
2024-01-02 08:00:00+00:00,BTC,50676.43,50709.74,50453.09,50520.92,548.4058
2024-01-02 09:00:00+00:00,BTC,50520.92,50590.3,49941.24,50274.84,632.9413
2024-01-02 10:00:00+00:00,BTC,50274.84,50777.03,50113.82,50461.0,342.7953
2024-01-02 11:00:00+00:00,BTC,50461.0,51039.71,50015.11,50803.97,723.7447
2024-01-02 12:00:00+00:00,BTC,50803.97,51096.06,50587.18,50769.25,157.7593
2024-01-02 13:00:00+00:00,BTC,50769.25,51351.48,50314.23,50513.97,853.1628
2024-01-02 14:00:00+00:00,BTC,50513.97,50819.06,50205.39,50264.7,801.214
2024-01-02 15:00:00+00:00,BTC,50264.7,50868.37,50172.48,50461.29,650.1005
2024-01-02 16:00:00+00:00,BTC,50461.29,50995.44,50244.31,50686.83,1090.8867
2024-01-02 17:00:00+00:00,BTC,50686.83,51462.18,50203.66,50852.28,265.9402
2024-01-02 18:00:00+00:00,BTC,50852.28,51001.68,50286.32,50649.63,656.8184
2024-01-02 19:00:00+00:00,BTC,50649.63,51332.78,50595.39,50720.24,524.2115
2024-01-02 20:00:00+00:00,BTC,50720.24,50948.25,50361.88,50755.76,544.5926
2024-01-02 21:00:00+00:00,BTC,50755.76,51467.84,50473.04,50822.4,332.7391
2024-01-02 22:00:00+00:00,BTC,50822.4,51123.48,50802.59,51088.83,574.0926
2024-01-02 23:00:00+00:00,BTC,51088.83,51278.77,50821.85,51157.41,564.7292
2024-01-03 00:00:00+00:00,BTC,51157.41,51615.67,50450.05,51366.22,392.7801
2024-01-03 01:00:00+00:00,BTC,51366.22,51633.9,51342.36,51387.06,488.122
2024-01-03 02:00:00+00:00,BTC,51387.06,51672.65,51217.5,51476.28,315.6177
2024-01-03 03:00:00+00:00,BTC,51476.28,52145.45,51298.06,51671.62,435.3797
2024-01-03 04:00:00+00:00,BTC,51671.62,52235.59,50807.22,51221.83,699.8698
2024-01-03 05:00:00+00:00,BTC,51221.83,51225.46,50229.1,51123.68,704.7834
2024-01-03 06:00:00+00:00,BTC,51123.68,51829.47,50863.3,50979.6,654.3574
2024-01-03 07:00:00+00:00,BTC,50979.6,51344.34,50731.62,50784.56,699.7644
2024-01-03 08:00:00+00:00,BTC,50784.56,50914.67,50551.04,50700.79,702.9747
2024-01-03 09:00:00+00:00,BTC,50700.79,51371.27,50313.95,51157.6,399.1618
2024-01-03 10:00:00+00:00,BTC,51157.6,51682.26,50723.0,50892.53,563.0956
2024-01-03 11:00:00+00:00,BTC,50892.53,51578.15,50415.21,51189.06,731.415
2024-01-03 12:00:00+00:00,BTC,51189.06,51412.82,50598.84,50674.79,308.5122
2024-01-03 13:00:00+00:00,BTC,50674.79,51216.17,50548.43,50573.07,307.8911
2024-01-03 14:00:00+00:00,BTC,50573.07,50799.82,50403.4,50622.48,301.9861
2024-01-03 15:00:00+00:00,BTC,50622.48,51028.76,50080.24,50800.85,267.647
2024-01-03 16:00:00+00:00,BTC,50800.85,51044.36,50753.77,51018.1,346.134
2024-01-03 17:00:00+00:00,BTC,51018.1,51367.13,50507.64,51261.53,416.0037
2024-01-03 18:00:00+00:00,BTC,51261.53,51522.31,50315.55,51154.38,848.8776
2024-01-03 19:00:00+00:00,BTC,51154.38,51424.93,50590.53,51012.67,429.0151
2024-01-03 20:00:00+00:00,BTC,51012.67,51341.42,50994.54,51275.96,294.0878
2024-01-03 21:00:00+00:00,BTC,51275.96,51397.65,50876.15,51217.13,529.9454
2024-01-03 22:00:00+00:00,BTC,51217.13,51487.15,50605.13,50826.61,468.0012
2024-01-03 23:00:00+00:00,BTC,50826.61,51436.86,50077.65,50482.17,380.2625
2024-01-04 00:00:00+00:00,BTC,50482.17,50582.84,50021.55,50204.44,406.9177
2024-01-04 01:00:00+00:00,BTC,50204.44,50725.55,49837.67,50354.43,726.3916
2024-01-04 02:00:00+00:00,BTC,50354.43,50695.18,49691.09,50397.47,305.2553
2024-01-04 03:00:00+00:00,BTC,50397.47,50628.82,49887.83,50606.7,279.1052
2024-01-04 04:00:00+00:00,BTC,50606.7,50703.48,50219.89,50477.14,588.7494
2024-01-04 05:00:00+00:00,BTC,50477.14,50798.72,50359.7,50525.17,403.3152
2024-01-04 06:00:00+00:00,BTC,50525.17,51004.42,50480.42,50715.18,860.8164
2024-01-04 07:00:00+00:00,BTC,50715.18,51376.97,50537.02,50621.13,473.7132
2024-01-04 08:00:00+00:00,BTC,50621.13,51175.18,50154.51,50760.06,482.7398
2024-01-04 09:00:00+00:00,BTC,50760.06,50885.94,49940.92,50558.86,658.4583
2024-01-04 10:00:00+00:00,BTC,50558.86,50806.13,50220.35,50448.85,278.4816
2024-01-04 11:00:00+00:00,BTC,50448.85,51450.35,50056.22,50333.43,562.7093
2024-01-04 12:00:00+00:00,BTC,50333.43,50653.55,49761.86,49973.58,439.9415
2024-01-04 13:00:00+00:00,BTC,49973.58,50229.01,49736.76,50119.81,716.2222
2024-01-04 14:00:00+00:00,BTC,50119.81,50373.16,49833.41,49978.85,398.7107
2024-01-04 15:00:00+00:00,BTC,49978.85,50310.01,49464.72,49982.6,531.9215
2024-01-04 16:00:00+00:00,BTC,49982.6,50421.48,49316.58,50126.98,440.9673
2024-01-04 17:00:00+00:00,BTC,50126.98,50591.05,50099.7,50261.46,577.7394
2024-01-04 18:00:00+00:00,BTC,50261.46,50809.71,49888.52,50462.52,457.9257
2024-01-04 19:00:00+00:00,BTC,50462.52,50464.78,50295.69,50432.71,548.0775
2024-01-04 20:00:00+00:00,BTC,50432.71,50475.15,50136.87,50304.78,923.5654
2024-01-04 21:00:00+00:00,BTC,50304.78,50411.49,50039.31,50280.73,452.3756
2024-01-04 22:00:00+00:00,BTC,50280.73,50371.74,49692.88,49774.25,575.6906
2024-01-04 23:00:00+00:00,BTC,49774.25,50135.07,49106.53,49343.95,1113.064
2024-01-05 00:00:00+00:00,BTC,49343.95,49538.82,48823.86,48953.9,573.0983
2024-01-05 01:00:00+00:00,BTC,48953.9,49142.97,48567.67,48661.86,213.2885
2024-01-05 02:00:00+00:00,BTC,48661.86,48846.14,48602.22,48778.72,396.0007
2024-01-05 03:00:00+00:00,BTC,48778.72,48889.93,48413.97,48514.43,328.0926
2024-01-05 04:00:00+00:00,BTC,48514.43,48747.21,48391.5,48404.47,690.4166
2024-01-05 05:00:00+00:00,BTC,48404.47,48966.85,48302.65,48783.28,483.8482
2024-01-05 06:00:00+00:00,BTC,48783.28,49002.24,48445.22,48679.11,725.4843
2024-01-05 07:00:00+00:00,BTC,48679.11,49205.49,48653.37,48895.0,619.3391
2024-01-05 08:00:00+00:00,BTC,48895.0,49626.72,48565.91,48621.87,618.4042
2024-01-05 09:00:00+00:00,BTC,48621.87,48673.56,48239.32,48561.97,325.8544
2024-01-05 10:00:00+00:00,BTC,48561.97,48582.66,48206.11,48285.95,596.6444
2024-01-05 11:00:00+00:00,BTC,48285.95,48646.11,48024.45,48187.83,806.6699
